app名称,英文名称,一级分类,安装人数,软件大小,头像地址,描述,新版本截图,开发者,apk下载地址,软件短评,版本号,id号码,vcode,新版本号
来分期,com.laifenqi.android.app,金融理财,14.4万人安装,36.19MB,https://android-artworks.25pp.com/fs08/2019/05/31/0/110_778b6cc4910da2e469cbb23aeddd0d21_con_130x130.png,“来分期”App是一款国内发展最快的互联网金融应用，旨在为有借款需求的用户精心打造了简洁高效、快速的纯线上借款服务。 大数据支撑下的风控模型会保证了用户贷款额度的正确匹配，互联网的思维模式确保了用户的使用体验。 不论用户职业，不管借款用途，只要你有需求，你就可以申请贷款。 你的信用，让我们选择相信；你的信用，让我们更加放心。 加入来分期，信用变现，让你的信用更值钱！  【产品特色】    快：1分钟极速到账，借钱不用等    简：2项简易认证，1秒审核    高：按时还款额度高，信用提额有保障    省：品质分期商城，商品秒杀直降更省钱  【贴心服务】  如果您有任何疑问与建议，欢迎与我们，我们会竭尽全力为您服务。  官网微博：@来分期官方微博 来分期2019更新内容618年终狂欢季6.1-6.21全场商品低至1折，击穿低价FUN价嗨不停 ,"['https://android-screenimgs.25pp.com/fs08/2019/05/22/9/110_654160d9c20cb6baae037abb8b269852_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/05/22/10/110_a7f9c2e0d5fdc642cceb976d1060aa03_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/05/22/10/110_f55332dc6266ee018736d2214e64e024_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/05/22/7/110_fdbaa49348396335439988742b6738f6_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/05/22/2/110_fcdf226f45be585fa87462715f2ac996_234x360.jpg']",厦门趣店科技有限公司,https://www.wandoujia.com/apps/com.laifenqi.android.app/download/dot?ch=detail_normal_dl,  2步认证1秒取现  , 4.4.1,7054135,4412, 4.4.1
卡牛信用管家,com.mymoney.sms,金融理财,3.4万人安装,22.38MB,https://android-artworks.25pp.com/fs08/2019/06/17/11/110_9b4916d0646aa1d8793091fe42c50220_con_130x130.png,高额低息贷款app，借钱额度高达20万，快至3分钟审批下款。C轮2亿美元融资“独角兽”公司，集信用卡管理、还款、代还、办卡、贷款等服务于一体。【贷款超市】1.贷款产品多，合作项目包括豆豆钱、信用钱包、有钱花、新浪有借等产品。2.纯线上申请，快速帮你解决【贷款】【借钱】【借款】【消费贷款】等难题。3.严选金融机构产品，已有1500万用户提前获得授信额度，为您提供专业、智能、便捷的现金借贷服务。4.满足您小额贷款、现金借款、手机贷款、个人消费借贷、闪电借款、短期借款、信用卡贷款等各种需求。 【信用卡管理】 1.账单管理：127家银行账单一键导入，轻松管理多张信用卡。2.还款提醒：账单日、还款日、还款金额智能提醒，避免逾期。3.花销实时监控：绑定网银即可查看信用卡实时账单。4.跨平台负债管理：支持淘宝花呗、京东白条、房贷、网贷等负债账单一键导入，管好债务，保护信用。 5.专业账户报表：开销明细图表化，资金流水轻松看懂。 【办卡超市】 1. 300余种信用卡，选择多、额度高、申请易、下卡快； 2.支持卡种有：招商银行信用卡、浦发银行信用卡、广发银行信用卡、平安银行信用卡、光大银行信用卡、中信银行信用卡、民生银行信用卡、兴业银行信用卡、建设银行信用卡、上海银行信用卡、华夏银行信用卡、广州银行信用卡等数十家主流银行信用卡。 【重要声明】 卡牛在线申请信用卡服务完全免费，卡牛不会向用户收取任何费用，谨防受骗。 【联系我们】 企业QQ：800065508 官方网站：www.kaniu.com 微信公众号：cardniu 新浪微博：@卡牛信用管家 卡牛信用管家2019更新内容v8.9.1 更新说明：1、新增了瑞贷账单管理服务功能2、优化了贷款引导，简化了贷款还款流程。3、修复了一些近期发现的问题 ,"['https://android-screenimgs.25pp.com/fs08/2019/05/22/9/110_654160d9c20cb6baae037abb8b269852_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/05/22/10/110_a7f9c2e0d5fdc642cceb976d1060aa03_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/05/22/10/110_f55332dc6266ee018736d2214e64e024_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/05/22/7/110_fdbaa49348396335439988742b6738f6_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/05/22/2/110_fcdf226f45be585fa87462715f2ac996_234x360.jpg']",深圳市卡牛科技有限公司,https://www.wandoujia.com/apps/com.mymoney.sms/download/dot?ch=detail_normal_dl,  贷款借钱办信用卡  , 8.9.1,27877,390, 8.9.1
500彩票,com.esun.ui,金融理财,18.6万人安装,26.26MB,https://android-artworks.25pp.com/fs08/2019/06/17/6/110_cce152bcb1726d578ec1f03b876ffa3e_con_130x130.png,500彩票APP，覆盖全网热门彩种，全方位为您提供彩票服务。全网彩票开奖公告、走势图表、资讯预测等数据服务；足篮球赛事比分数据，精彩热闹的彩票互动交流社区。【特色功能】『辅助投注功能』手机选号，生成方案二维码，彩票终端机支付打印彩票。热门彩种多种玩法全面覆盖。『全国开奖』即时更新彩票开奖结果，福彩体彩都覆盖，支持中奖查询、个性定制开奖通知。『资讯预测』专家高手分析预测，预测获得奖金超2亿。热门彩票资讯，每日奉上彩票日报。专家杀号，助您中奖。『走势数据』大乐透、双色球、七星彩、排列三、排列五等彩种走势数据全面覆盖，冷热遗漏应有尽有。『比分』海量专业比分数据，行业领先，随时随地了解赛况，边看边聊互动。动画，同赔分析，泊松亚盘，必发数据，百家赔率，全面的分析预测。『联赛资料』足球篮球联赛资料库。五大联赛、中超、亚冠、欧冠、欧罗巴、欧国联等热门赛事全覆盖。『火爆社区』聊赛事、晒实单，与社区彩友交流观点、分享心得，也许下一个大奖就在这里诞生。【联系我们】-官方网站：http://www.500.com-官方微博：500彩票网官方微博-微 信：wx500caipiao-客服电话：4000-500-500 500彩票2019更新内容V4.2.2更新说明：1、新增大乐透“扫彩票”功能，轻松快速查中奖2、新增中奖提醒，及时推送中奖信息3、新增开奖推送，更早知道开奖号码4、修复部分已知bug，提升用户体验 ,"['https://android-screenimgs.25pp.com/fs08/2019/05/22/9/110_654160d9c20cb6baae037abb8b269852_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/05/22/10/110_a7f9c2e0d5fdc642cceb976d1060aa03_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/05/22/10/110_f55332dc6266ee018736d2214e64e024_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/05/22/7/110_fdbaa49348396335439988742b6738f6_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/05/22/2/110_fcdf226f45be585fa87462715f2ac996_234x360.jpg']",深圳市易讯天空网络技术有限公司,https://www.wandoujia.com/apps/com.esun.ui/download/dot?ch=detail_normal_dl,  体彩玩家主场，大奖诞生之地！  , 4.2.2,40975,422, 4.2.2
借钱花呗,com.rybring.huabei,金融理财,53.1万人安装,12.84MB,https://android-artworks.25pp.com/fs08/2019/05/27/9/110_8837c8410e248e8cae44406f37571669_con_130x130.png,【小额借钱不求人，借钱就找＂借钱app”】借钱app，提高贷款机构的放款效率，高效满足借款人即时的借钱需求。【平台特色】门槛低，费率低，速度快，服务优，申请即可快速借款！【极速贷款】多种贷款机构，方便用户借钱，借款，贷款，小额贷款实现当天审核，当天放款．【产品多样】由贷款机构和金融机构提供丰富的借贷产品，信息可靠【操作简单】这是一个实现手机贷款，网贷分期，让小白也能借钱的网贷平台。【联系我们】QQ交流群：223729351 借钱花呗2019更新内容去除引导页 ,"['https://android-screenimgs.25pp.com/fs08/2019/05/22/9/110_654160d9c20cb6baae037abb8b269852_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/05/22/10/110_a7f9c2e0d5fdc642cceb976d1060aa03_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/05/22/10/110_f55332dc6266ee018736d2214e64e024_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/05/22/7/110_fdbaa49348396335439988742b6738f6_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/05/22/2/110_fcdf226f45be585fa87462715f2ac996_234x360.jpg']",安徽融科信达信用服务有限公司,https://www.wandoujia.com/apps/com.rybring.huabei/download/dot?ch=detail_normal_dl,  通过率高达90%  , 2.3.6,7450012,51, 2.3.6
东方财富,com.eastmoney.android.berlin,金融理财,17.3万人安装,62.94MB,https://android-artworks.25pp.com/fs08/2019/06/17/7/110_56d94ac1c844565af37d5ef9795699c3_con_130x130.png,"东方财富APP（原东方财富网APP）又升级啦！我们为您提供极速的全球行情，安全的全球交易，权威的资讯内容、互动的交流平台，是投资者的首选。特色功能：●股吧-----中国人气投资者互动社区，热门实时获悉政策动向，重大传闻和自选股情报●专业数据-----覆盖全球重要市场行情 ，汇集新股申购、公司资料、投资研报等金融行业数百亿条数据。●开户交易-----1分钟在线股票开户，佣金低至万2.5，交易安全、方便、快捷●即时提醒-----关注的股票出了公告、研报、数据，立刻推送到您的手机，让您不错过任何一个捕获牛股的机会●主力资金流-----100%真实还原实时主力大单，揭秘主力资金布局●问答广场-----证券问题全部一一为您解答●高手跟踪-----实盘组合、高手看盘、投资名师百家争鸣●智能选股-----短线雷达、主题投资、画线工具、筹码分布、分时叠加、超级Level-2、盘口异动、资金流向，从选股到分析到盘中决策，为您的每一次投资保驾护航；●股市直播-----各路大神现场传授经验，帮忙看股；基本功能：●股市行情全面，A股、沪深、沪市、深市、港股、美股、新三板、道琼斯指数、恒生指数●自选股中心、行情、新闻、公告、提醒、研究报告，一览无余●开户、证券开户方便，只需要一分钟●全球重要市场指数汇编，国际化视野，高端大气上档次●汇集权威机构研究报告，助您提前潜伏绩优成长股●全球金融市场资讯、财经新闻，7*24小时不间断更新●新股申购数据齐全，打新炒新一个都不能少●股票软件,券商,股评,自选股,选股器, 股吧,短线投资,大盘指数一应俱全联系方式：在app使用过程中，您有任何建议或遇到任何问题，都可以联系我们服务热线： 021-24099098公司网站： www.eastmoney.com（易记网址www.18.com.cn） 东方财富2019更新内容东方财富版本又更新啦！核心功能抢先看： -	股吧全新设计，极速互动，社交新体验-	首页动态改版，实时快讯、热点聚焦，还有红包等你领-	新增指数估值功能，关注市场估值水平，把握投资机会-	新增委买委卖占比功能，多空对比一目了然东方财富，为您提供沪深港美高速行情，万2.5低佣开户和极速便捷的交易体验。精选热点资讯7*24小时不间断，超人气股吧社区大牛云集，是您投资交易首选平台。 ","['https://android-screenimgs.25pp.com/fs08/2019/04/15/3/110_ebb2c2551a053daa1c363263fd7fc80b_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/04/15/4/110_823f993caeeca85ad2196f7d55fa6b56_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/04/15/4/110_3e9026cf685f6fbae61fbe6f0e51b865_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/04/15/9/110_16505bbfcccd948e44cad88a989d0bd2_234x360.jpg']",东方财富信息股份有限公司,https://www.wandoujia.com/apps/com.eastmoney.android.berlin/download/dot?ch=detail_normal_dl,  支持自选股中心、全面掌握的行情资讯  , 8.1.2,39395,8001002, 8.1.2
双色球2015,com.nx.ssq,金融理财,6.9万人安装,7.32MB,https://android-artworks.25pp.com/fs08/2018/07/12/10/2_c49eab7835ad5baa6f87d72f49d3aac8_con_130x130.png,彩种开奖预测，准中奖，2017版，专门为彩民量身打造的一款彩种软件，专业过滤分析，时刻把握开奖走势规律，推送各个彩种官方资讯，全方位服务于彩民的手机应用，备受彩民青睐！本软件功能强大、使用方便，让您随时随地查询开奖号，是您好的中奖利器、方便的选号工具。【功能特性】,"['https://android-screenimgs.25pp.com/fs08/2019/04/15/3/110_ebb2c2551a053daa1c363263fd7fc80b_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/04/15/4/110_823f993caeeca85ad2196f7d55fa6b56_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/04/15/4/110_3e9026cf685f6fbae61fbe6f0e51b865_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/04/15/9/110_16505bbfcccd948e44cad88a989d0bd2_234x360.jpg']",宁波华军计算机科技有限公司,https://www.wandoujia.com/apps/com.nx.ssq/download/dot?ch=detail_normal_dl,  双色球2015  , 3.8.7,6597028,20180712, 3.8.7
拍拍贷借款,com.ppdai.loan,金融理财,32万人安装,21.92MB,https://android-artworks.25pp.com/fs08/2019/06/12/7/110_db4f01a2481c297b948348a3cb5ea5ab_con_130x130.png,"借钱就上拍拍贷借款！恋爱、购物、付房租、请吃饭、资金周转不用愁！【产品特色】 1、全面解决：个人消费贷、企业经营贷、车房装修贷、出行旅游贷、学习进修贷，……等2、闪电借款：极简借款流程，线上全自动化信审，快至5分钟到账。3、额度灵活：小额轻松借，大额高至20万！ 4、门槛超低：无抵押无担保，有身份证就能借。 5、利率优惠：日利率低至0.03%，借10000每天最低只要3块钱息费。6、自主提额：额度跟随信用状况变更，实时提额，快至5分钟出结果。7、安全保障：银行级别加密方式，保障用户的信用信息安全。8、操作便捷：借款进度实时查询，到期分期还款提醒，借还方便。借款用途：网上购物、现金购物、代还信用卡、消费分期、教育培训、出国留学、婚庆装修、餐饮娱乐、医疗美容等生活消费。【关于拍拍贷】 拍拍贷成立于2007年6月，并于2017年11月在纽交所成功上市。拍拍贷是一家网络信用借贷平台，也是一家由工商部门特批“金融信息服务”资质，得到政府认可的互联网金融平台，并多次受到CCTV、人民网等权威媒体报道。 【联系我们】 客服电话：95-2228（08:00-20:00）官方网站：www.ppdai.com微信关注“上海拍拍贷”公众号,第一时间获取拍拍贷最新消息！ 拍拍贷借款2019更新内容【更便利】申请流程优化，额度申请更快捷【更快速】优化借款流程，最快5分钟到账【更贴心】修复细节问题，用户体验更贴心 ","['https://android-screenimgs.25pp.com/fs08/2019/04/15/3/110_ebb2c2551a053daa1c363263fd7fc80b_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/04/15/4/110_823f993caeeca85ad2196f7d55fa6b56_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/04/15/4/110_3e9026cf685f6fbae61fbe6f0e51b865_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/04/15/9/110_16505bbfcccd948e44cad88a989d0bd2_234x360.jpg']",上海拍拍贷金融信息服务有限公司,https://www.wandoujia.com/apps/com.ppdai.loan/download/dot?ch=detail_normal_dl,  5分钟下款20万  , 7.4.1,6600643,19060401, 7.4.1
微融在线贷款,com.rybring.weili,金融理财,50.8万人安装,13.25MB,https://android-artworks.25pp.com/fs08/2019/06/19/11/110_d9cfb1ebed3061cd08fdda299ad48563_con_130x130.png,【数万贷款产品对比，千家贷款机构在线申请】通过大数据智能匹配，综合比较推荐放款快、额度高、费率低的贷款方案，帮助借款人轻松实现贷款方案，快速满足贷款需求。【小额借钱不求人，借钱就找＂借钱APP”】借钱app，提高贷款机构的放款效率，高效满足借款人即时的借钱需求。【平台特色】门槛低，费率低，速度快，服务优，申请即可快速借款！【极速贷款】多种贷款机构，方便用户借钱，借款，贷款，小额贷款实现当天审核，当天放款．【产品多样】由贷款机构和金融机构提供丰富的借贷产品，信息可靠【操作简单】这是一个实现手机贷款，网贷分期，让小白也能借钱的网贷平台．【联系我们】官方QQ: 2472211266 微融在线贷款2019更新内容首页新增产品分类 ,"['https://android-screenimgs.25pp.com/fs08/2019/04/15/3/110_ebb2c2551a053daa1c363263fd7fc80b_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/04/15/4/110_823f993caeeca85ad2196f7d55fa6b56_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/04/15/4/110_3e9026cf685f6fbae61fbe6f0e51b865_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/04/15/9/110_16505bbfcccd948e44cad88a989d0bd2_234x360.jpg']",上海佳梧金融信息服务中心（有限合伙）,https://www.wandoujia.com/apps/com.rybring.weili/download/dot?ch=detail_normal_dl,  通过率高达98%  , 2.3.6,7882960,51, 2.3.6
小米贷款,com.xiaomi.loan,金融理财,35.3万人安装,19.89MB,https://android-artworks.25pp.com/fs08/2019/05/17/11/110_3cc467f0c897cfce652b96f664365fa3_con_130x130.png,【产品介绍】“小米贷款”是小米官方出品的一款高额、低息 、无抵押的信用贷款产品。简单三步，即可享受小米为您提供的专属额度，随时解决燃眉之急。持续使用，还可不断提升个人额度以及获得用户成长鼓励。【产品优势】 1、高额度：最高额度30万2、低利率：日息低至0.02% 3、放款快：最快1分钟放款4、易申请：线上申请，随借随还5、大品牌：官方正版，值得信赖 关注微信公众号“小米贷款”，及时收取借还款通知，获取更多资讯。小米贷款—做您身边最可靠的金融合作伙伴。【联系我们】1、官方网站：https://jr.mi.com/uc/s/loan/2、官方微信公众号：小米贷款(xiaomidk)3、官方客服电话：400 100 3399 小米贷款2019更新内容1、优化了贷款首页2、优化了分享功能3、优化了人脸识别体验4、新增截屏反馈功能 ,"['https://android-screenimgs.25pp.com/fs08/2019/06/12/7/110_77248545205bb5023ad0665333051c88_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/12/3/110_4e6f925942bbc9dcf957fd588b6e4a4f_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/12/4/110_4b2cdf51df5a7d562db5cf182295e754_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/12/7/110_febd3adbea5a30d58d46cb4fea6c0214_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/12/0/110_d030dc48a81ed1ef6cc0e6d460d06c11_234x360.jpg']",小米科技有限责任公司,https://www.wandoujia.com/apps/com.xiaomi.loan/download/dot?ch=detail_normal_dl,  新用户享利息折扣  , 3.0.0.131,7604672,15, 3.0.0.131
建行企业银行,com.ccb.companybank,金融理财,4.5万人安装,57.53MB,https://android-artworks.25pp.com/fs08/2019/01/09/3/2_c9d790b7ee6d9d1105d883be715ed19d_con_130x130.png,建行企业银行是中国建行银行专为企业客户打造的移动金融服务平台，提供账户查询、转账复核及流水查询、代发复核及流水查询、操作员密码重置及状态维护、缴费、网点地图等服务。扁平、简约化的设计风格，为您带来清晰视觉感受和便捷操作体验的同时，也让您享受移动办公的乐趣。建行企业银行采用数据全程加密机制，并通过指定号码开通、手机设备绑定、短信验证、登陆密码、交易密码等多种安全措施，为您的资金交易保驾护航。 建行企业银行2019更新内容企业银行：,"['https://android-screenimgs.25pp.com/fs08/2019/06/12/7/110_77248545205bb5023ad0665333051c88_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/12/3/110_4e6f925942bbc9dcf957fd588b6e4a4f_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/12/4/110_4b2cdf51df5a7d562db5cf182295e754_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/12/7/110_febd3adbea5a30d58d46cb4fea6c0214_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/12/0/110_d030dc48a81ed1ef6cc0e6d460d06c11_234x360.jpg']",中国建设银行股份有限公司,https://www.wandoujia.com/apps/com.ccb.companybank/download/dot?ch=detail_normal_dl,  建行企业银行是中国建行银行专为企业客户打造的移动金融服务平台，提供账户查询、转账复核及流水查询、代发  , 3.0.13,6623735,52, 3.0.13
融360,com.rong360.app,金融理财,16.1万人安装,27.13MB,https://android-artworks.25pp.com/fs08/2019/06/04/4/110_3a5eb31b56ffabeae17a354cd0883a93_con_130x130.png,融360 —— 您随身的金融专家为什么要使用【融360】？下述内容不吹牛。1. 解决【贷款】难题特点：- 全面解决：个人消费贷、企业经营贷、车房装修贷、出行旅游贷、学习进修贷。- 放款效率：最快仅需一天即可放款。- 利率优势：月利率仅0.3%起。还款期限3个月起。- 服务优质：我们深知您的难和急。暖心的服务是我们理应为您真情奉献的。2. 全面的【信用卡资讯】特点：- 优惠资讯：各行信用卡优惠资讯实时提供，吃喝玩乐省不停。- 信用卡论坛：信用卡达人和小白都爱逛得专属论坛。3. 提供【金融信息】大全特点：- 金融信息：涵盖各种办卡技巧、贷款技巧、经济政策、金融趣谈。融360公司介绍融360，成立于2011年10月，是中国值得信赖的金融垂直搜索平台。融360致力于为个人消费者和微小企业提供金融产品的搜索、推荐和申请服务，业务范围涵盖贷款、信用卡。此外，融360还免费为用户提供便捷、划算、安全的金融信息。融360目前已完成D轮融资，估值超10亿美元，步入独角兽俱乐部。融360旗下简普科技2017年11月在美国纽交所上市。联系我们 ——【官方网站】http://m.rong360.com【官方微信公众号】融360【客服电话】10100360或4008-905-360 融3602019更新内容【1】端午来临贷款上新，极速放款等您拿【2】信用卡端午新福利，更多权益任您挑 ,"['https://android-screenimgs.25pp.com/fs08/2019/06/12/7/110_77248545205bb5023ad0665333051c88_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/12/3/110_4e6f925942bbc9dcf957fd588b6e4a4f_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/12/4/110_4b2cdf51df5a7d562db5cf182295e754_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/12/7/110_febd3adbea5a30d58d46cb4fea6c0214_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/12/0/110_d030dc48a81ed1ef6cc0e6d460d06c11_234x360.jpg']",北京融世纪信息技术有限公司,https://www.wandoujia.com/apps/com.rong360.app/download/dot?ch=detail_normal_dl,  极速贷款借贷平台  , 3.6.0,6624793,360, 3.6.0
急用钱借钱,cn.blackfish.android.bjxy.jyq,金融理财,26.7万人安装,32.51MB,https://android-artworks.25pp.com/fs08/2019/04/22/5/110_de556c57ae4f416d22372941e1a2c2ed_con_130x130.png,急用钱借钱app是一款小额贷款软件，为用户提供信用分期贷款借钱服务，急用钱借钱致力于解决用户应急借款需求。凭手机设备申请贷款，随时随地，想借就借！额度可达20万！3分钟申请，闪电放款，资金秒到账！ 【急用钱借钱的优势】率低：月利率低至0.3%，还款期限高至24个月灵活： 20000元以内小额贷款，随借随还便捷：纯线上自动化审核，操作简单，一步申请， 立即到账 急用钱借钱2019更新内容【极速借钱】优化借钱流程在线申请，3分钟完成申请，当天下款，解决资金难题！【借款简单】优化下款速度10分钟快速审核，【额度灵活】优化额度多项提额，通过率高，5000-200000元额度自由选择! ,"['https://android-screenimgs.25pp.com/fs08/2019/06/12/7/110_77248545205bb5023ad0665333051c88_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/12/3/110_4e6f925942bbc9dcf957fd588b6e4a4f_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/12/4/110_4b2cdf51df5a7d562db5cf182295e754_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/12/7/110_febd3adbea5a30d58d46cb4fea6c0214_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/12/0/110_d030dc48a81ed1ef6cc0e6d460d06c11_234x360.jpg']",南京剑齿虎信息科技有限公司,https://www.wandoujia.com/apps/cn.blackfish.android.bjxy.jyq/download/dot?ch=detail_normal_dl,  贷款就用急用钱  , 1.5.0,7960106,15, 1.5.0
彩票之家,com.app.vipc.digit.tools.home,金融理财,9.3万人安装,9.07MB,https://android-artworks.25pp.com/fs08/2018/12/12/5/110_a00ab4e85f2e67c2654624f655869891_con_130x130.png,彩票之家，彩票中奖神器，专业彩票媒体和彩票分析平台。体育彩票、福利彩票、高频彩、竞彩足球、足球彩票、双色球、大乐透、时时彩、七彩乐、福彩3D、11选5等热门彩种分析、推介、预测一网打尽，给你专业的分析，助你中五百万！ 【专家购彩方案推介】 体彩推荐：彩票之家入驻了众多足彩、篮彩专家，对各大联赛的每一场赛事进行分析和推荐，包括英超、英冠、英甲、西甲、西乙、德甲、德乙、意甲、意乙、法甲、法乙、荷甲、荷乙、葡超、葡甲、瑞典超、瑞士超、欧洲杯、欧罗巴、中超、日职联、日职乙、亚冠、亚洲杯、美洲杯、世界杯等热门赛事，配合详尽专业的数据展示，命中率极高。同时，彩票之家开设了足彩、篮彩串关专栏，覆盖了包括足彩、竞彩、竞彩足球、竞彩篮球、NBA篮球、足球单场、竞彩单关、北京单场、胜负过关、胜负彩、任选九、二串一等玩法，专家教你如何稳胆串关，让你在竞彩投注中更合理安排金额，买买买，赢赢赢。 数字彩分析：彩票之家特约双色球、大乐透、福彩3D、排列三、七乐彩、时时彩、七星彩、11选5、排列3、排列5等各类数字彩专家，对各种数字彩票进行专业解读和预测，配合图表走势和数据分析，更有有趣而实用的双色球、大乐透体验室，让数字彩也有章可循。 【免费猜球赢大奖】 彩票之家倾力打造了一套“天天猜球系统”。每天登陆即可免费领取金币，参与猜球，获取更多金币，每周一结，排名靠前的用户即可获得相应礼品，体验猜球乐趣的同时还可以赢取奖品，神秘大礼等你来拿。 【深度彩票行业资讯】 彩票之家有一大批彩票行业的资深从业者，为你带来彩票行业新鲜动向、犀利述评、调侃趣闻以及深度分析。新鲜的彩票行业资讯，专业的彩票政策解读，深度而有趣的数据分析挖掘。把握彩票行业动向，就用彩票之家。 【有趣彩民交流平台】 彩票之家打造彩票行业彩民社区，让所有彩民一起玩耍交流。你可以在这里晒单、吐槽、闲聊、或者和专家交流，此外，社区内还设置各种有趣的游戏，让彩民玩得更high。 彩票之家，彩票中奖神器！ 彩票之家更新内容2.4.0更新日志：1、首页全新升级2、优化了资讯展示3、个人中心改版4、修复了其他bug ,"['https://android-screenimgs.25pp.com/fs08/2019/06/12/7/110_77248545205bb5023ad0665333051c88_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/12/3/110_4e6f925942bbc9dcf957fd588b6e4a4f_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/12/4/110_4b2cdf51df5a7d562db5cf182295e754_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/12/7/110_febd3adbea5a30d58d46cb4fea6c0214_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/12/0/110_d030dc48a81ed1ef6cc0e6d460d06c11_234x360.jpg']",广州唯彩会网络科技有限公司,https://www.wandoujia.com/apps/com.app.vipc.digit.tools.home/download/dot?ch=detail_normal_dl,  彩民中奖神器  , 2.4.0,7723586,24000, 2.4.0
