app名称,英文名称,一级分类,安装人数,软件大小,头像地址,描述,新版本截图,开发者,apk下载地址,软件短评,版本号,id号码,vcode,新版本号
毒物,com.poison.sylar,网上购物,1.3万人安装,25.39MB,https://android-artworks.25pp.com/fs08/2019/03/21/10/110_604071f865c42a20830eea7d2ea2256f_con_130x130.png,浑身上下都是大路货？ 没观过世界哪来的世界观？没中过毒不足以谈！ 是时候买一块好腕表，也应该败一款HIFI耳机了。 还玩单反？应该有一台徕卡了，忘掉TNF吧入手一件始祖鸟。 跑步要是穿NIKE、ADIDAS就OUT了，必须ASICS、SAUCONY。 辛苦工作为什么，提高生活品质！对自己好一点。 做一个有品质和品位的人 毒物的世界很多人不懂，但是毒物的世界你必须懂。 我们愿意和你一起成为脱离低级品质的人。 毒物APP汇集玩物、工具、运动、穿搭、理容、家居、文具、美酒、读物、腕表、影音、、美食等栏目，一站满足你对好东西的追求，不用下载N个APP。 只要你不是听着“大奥”吃泡面，拿着徕卡坐公交，仅仅对一两种东西过度迷恋不是我们的目标。融会贯通，“影音表摄运”全面发展做全面N有新人。 官方网站：www.duwu.mobi 官方微信：@毒物 官方微博：@毒物app 毒物2019更新内容修复了一些bug，增强用户体验。 ,"['https://android-screenimgs.25pp.com/fs08/2019/06/12/11/110_124b195ac58661f789c6ebd58c51354b_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/12/8/110_1108f273af6b75110a11eb6b4382ee18_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/12/1/110_c63d757bb88a01fc2d4aafc9a4a86850_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/12/1/110_69bbd7317e17d514ef3523c82e691054_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/12/5/110_a0c51a5d2995ded6e73e5cdc606548c1_234x360.jpg']",格物致诚（北京）信息技术有限公司,https://www.wandoujia.com/apps/com.poison.sylar/download/dot?ch=detail_normal_dl,  极尽世间好物  , 1.5.7,7458317,157, 1.5.7
熊猫优选,com.lukou.youxuan,网上购物,7.1万人安装,12.78MB,https://android-artworks.25pp.com/fs08/2019/06/17/7/110_7c871f4f754bfb22fda82f27cd69d2ae_con_130x130.png,每天更新淘宝天猫内部优惠券，淘宝天猫精选超值优品。全场1元起包邮！------【省钱最多】领取淘宝内部优惠券。先领券，后淘宝，每次购物都比别人更便宜！【件件包邮】全场包邮！呼朋唤友来抢购，再也不必纠结快递费！【精心选品】专业编辑精选折扣优惠，放心优购【品种丰富】每日更新商品，折扣优惠潮品新品随时上架。 熊猫优选2019更新内容本次更新亮点： 优化用户体验，App使用更流畅啦~ ,"['https://android-screenimgs.25pp.com/fs08/2019/06/12/11/110_124b195ac58661f789c6ebd58c51354b_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/12/8/110_1108f273af6b75110a11eb6b4382ee18_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/12/1/110_c63d757bb88a01fc2d4aafc9a4a86850_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/12/1/110_69bbd7317e17d514ef3523c82e691054_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/12/5/110_a0c51a5d2995ded6e73e5cdc606548c1_234x360.jpg']",杭州铕璨网络科技有限公司,https://www.wandoujia.com/apps/com.lukou.youxuan/download/dot?ch=detail_normal_dl,  省钱的百万优惠券  , 2.0.2,7602066,202, 2.0.2
酷返,com.julicc,网上购物,477人安装,18.47MB,https://android-artworks.25pp.com/fs08/2019/03/20/2/110_d7bc27d8f9f34814e1cceca2e87ec982_con_130x130.png,酷返-网购新姿势。精准查询商品，只需简单复制淘宝商品标题，十件商品十件优惠，淘宝达人装机必备app！ 每日限量提供优惠券 酷返2019更新内容今日发布修改版本错误优化界面 ,"['https://android-screenimgs.25pp.com/fs08/2019/06/12/11/110_124b195ac58661f789c6ebd58c51354b_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/12/8/110_1108f273af6b75110a11eb6b4382ee18_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/12/1/110_c63d757bb88a01fc2d4aafc9a4a86850_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/12/1/110_69bbd7317e17d514ef3523c82e691054_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/12/5/110_a0c51a5d2995ded6e73e5cdc606548c1_234x360.jpg']",三门聚利网络科技有限公司,https://www.wandoujia.com/apps/com.julicc/download/dot?ch=detail_normal_dl,  酷返能省又能赚钱  , 2019.0315.0,7457434,51, 2019.0315.0
粉色成人两性情趣社,com.data.pink,网上购物,4.7万人安装,13.09MB,https://android-artworks.25pp.com/fs08/2019/05/16/6/110_210c5f024e466351a571065af2b3cca0_con_130x130.png,"我们有氛围良好的情趣番茄社区像香肠派对一样还有网易大神带你吃鸡，种类齐全的情趣用品商城，优雅的审美眼光~ 还有陌陌一样的聊天交友比心~你会因为这些而喜欢萌推粉色： 【新人福利】新人宝宝是重点呵护对象，黄瓜注册领取超值礼品给新人多点爱； 【黄瓜学院】别样省呗APP变啦,涨知识就到这里来,有看头~ 吱呀咕咚叮叮赶紧来学习吧【专题特卖】在海量商城里为你精挑细选相关的情趣好物解压，17岁时憧憬的水手服，25岁时路过的玩偶娃娃，32岁时系上的项圈，统统让你入手。如果不够，商城还有。【女生宿舍】编辑皆是品味好更有一周CP和小恩爱在此美逛，来这里发现精彩,格调高的老司机； 【番茄在线】从这一秒开始，可以让更多的人知道你的骄傲。情到浓时，也别忘了我们是个健康的两性社区，网上聊通宵，不如面对面拥抱； 【京东白条】吱呀,更有京东白条支持来分期吧买单吧,给你的性福多点爱,比心~即刻下载吧【隐私保障】准了,app启动需要密码只做你的私服，你的世界你做主vpn；夸克保障你的情趣生活 【全新改版】CP们看过来,粉色做了个小决定动不动就搞活动送优惠，还都是你想要的日上~ 圈粉tv吧您可以这样我们： 客服电话：400-006-0803,专业客服7x24等您。App内点击客服或进入个人帮助中心，在线女神客服贴心解答。粉色-让老司机飚车，别在看韩剧tv了秀动起来吧,买单吧在粉色慢慢买,真正 粉色成人两性情趣社2019更新内容1、粉色麻花花粉儿贵金属汇集全球情趣好货，每日新品折扣尽在粉色商城！2、签到功能伴伴让你现金红包特权卡优惠商品领不停码上行！3、荔枝新用户注册送豪礼等你来战,无忧行的粉色女生宿舍的那些事包邮让你的情趣有所寄托！4、别样的首选专题页界面优化,更加流畅美观了哦秀购CP！5、更有最右的消息通知提醒您商城活动,到货通知哦夸克mc！6、新增支付宝蚂蚁花呗没钱也能享受情趣体验哦, 来伊份吧metro！  亲，旧版本就像初恋，再美也回不去了，升级奔向新欢交友吧！陌陌哒~（好用有看头请给五星好评支持我们） ","['https://android-screenimgs.25pp.com/fs08/2019/06/12/1/106_b0b05b9646ee4679d81fa8bc106db5e9_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/12/0/106_101d013ed14f3fd57e75639c090378b9_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/12/5/106_022b6688f39bcb58347332458ef38363_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/12/5/106_7c384a0d5b6f72fe4fcbee87d5c8f3ce_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/12/4/106_5f1eaad8bfa0729329a7c4d2888f5633_234x360.jpg']",东莞市联拓文化用品有限公司,https://www.wandoujia.com/apps/com.data.pink/download/dot?ch=detail_normal_dl,  女生宿舍的秘密  , 2.1.3,7843781,15, 2.1.3
自由快送员,com.qykuaisong.courier,网上购物,4800人安装,11.96MB,https://android-artworks.25pp.com/fs08/2019/05/17/9/2_a51839ec39807619d7b3ac8e1e154c58_con_130x130.png,【自由快送员介绍】自由快送员是由深圳市天幕信息科技有限公司设计开发的同城快送众包接单产品。基于GPS和地图服务技术，采用就近策略将订单推送给快送员。快送员根据自己行程，随程捎带，使快件不落地，直送直达。快送员可自行支配时间，随时随地接单，高薪自由职业，更好享受工作与生活。,"['https://android-screenimgs.25pp.com/fs08/2019/06/12/1/106_b0b05b9646ee4679d81fa8bc106db5e9_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/12/0/106_101d013ed14f3fd57e75639c090378b9_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/12/5/106_022b6688f39bcb58347332458ef38363_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/12/5/106_7c384a0d5b6f72fe4fcbee87d5c8f3ce_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/12/4/106_5f1eaad8bfa0729329a7c4d2888f5633_234x360.jpg']",深圳市天幕信息科技有限公司,https://www.wandoujia.com/apps/com.qykuaisong.courier/download/dot?ch=detail_normal_dl,  帮送订单任你抢  , 2.2.2,7645807,12, 2.2.2
美团骑手,com.sankuai.meituan.dispatch.homebrew,网上购物,4.6万人安装,47.9MB,https://android-artworks.25pp.com/fs08/2019/03/27/11/110_d2620485884e4c5ec5aeabd9bf2d8e0c_con_130x130.png,骑手是外卖专为配送员量身定制的配送App，服务于广大的加盟商和自营配送团队，旨在帮助配送员更好、更快地为外卖的商家及顾客配送服务。骑手可以在该平台方便地接收配送订单、管理订单信息、查看统计数据等。 美团骑手2019更新内容1.APP定位性能优化，减少定位偏差2.详情页在线客服入口优化 ,"['https://android-screenimgs.25pp.com/fs08/2019/06/12/1/106_b0b05b9646ee4679d81fa8bc106db5e9_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/12/0/106_101d013ed14f3fd57e75639c090378b9_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/12/5/106_022b6688f39bcb58347332458ef38363_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/12/5/106_7c384a0d5b6f72fe4fcbee87d5c8f3ce_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/12/4/106_5f1eaad8bfa0729329a7c4d2888f5633_234x360.jpg']",北京三快在线科技有限公司,https://www.wandoujia.com/apps/com.sankuai.meituan.dispatch.homebrew/download/dot?ch=detail_normal_dl,  骑手专用高效软件  , 4.9.9.945,6755251,560, 4.9.9.945
0元超市,com.tf8.banana,网上购物,1.7万人安装,10.68MB,https://android-artworks.25pp.com/fs08/2018/10/30/2/110_c41dcdf2b492fe4bed4ca2788d84b868_con_130x130.png,0元超市—买东西不花钱的免费购物神器只需每天花3-5分钟就能获得大量金币奖励，所得金币即可兑换任意商品，无需支付一分钱，上千款超值好货任你拿！来自网天猫超市京东当当亚马逊聚美优品唯品会一号店美丽说蘑菇街折800网易考拉海购等400家商城的商品，全部免费兑换！ 【应用特色】——淘粉吧团队精心打造1、新人：新用户登陆即领最高2000金币，一键注册商品免费领！2、夺宝赚金币：做任务免费赚金币，精选任务、每日轻松赚、高额挑战任务等超多玩法让你金币赚不停！3、金币0元购：所得金币即可0元兑换商品，上千款高性价比爆款任你挑选，品质严格把关，统统包邮免费领！ 0元超市更新内容V1.9更新说明1.优化物流同步效率，同步周期更短2.支持支付宝提现！（功能内测中）3.免费兑换商品列表加载优化，浏览更流畅4.支持更多阅读有奖类任务 ,"['https://android-screenimgs.25pp.com/fs08/2019/06/12/1/106_b0b05b9646ee4679d81fa8bc106db5e9_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/12/0/106_101d013ed14f3fd57e75639c090378b9_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/12/5/106_022b6688f39bcb58347332458ef38363_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/12/5/106_7c384a0d5b6f72fe4fcbee87d5c8f3ce_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/12/4/106_5f1eaad8bfa0729329a7c4d2888f5633_234x360.jpg']",杭州早安网络技术有限公司,https://www.wandoujia.com/apps/com.tf8.banana/download/dot?ch=detail_normal_dl,  0元免费购物神器  , 1.9,7703484,10, 1.9
百度糯米,com.nuomi,网上购物,2.8万人安装,43.21MB,https://android-artworks.25pp.com/fs08/2019/06/05/8/110_615fea549c3b0c08111ebc7c29610b0b_con_130x130.png,√精选排行：快速发现优质吃喝玩乐商家√搜索升级：新鲜商圈信息，精选玩乐内容，随时随地搜索get√抽奖：iphone大奖抽不停买就减价，同样的商品，在糯米买更便宜！更有精选品牌专区低价折扣抢大牌，赶快下载新版狂欢吧！ 懂得享受生活的人，让我们看见生活的精彩~ 糯米客户端，真正的移动团购，和你一起乐享生活~   联系我们： - 在线帮助：进入我的 -> 帮助与反馈 -> 在线客服&意见反馈 - 用户反馈QQ群：484106377 （参与优质反馈，就有机会获取糯米代金券！） 百度糯米2019更新内容【优化】对一些影响用户体验的问题进行了改进 ,"['https://android-screenimgs.25pp.com/fs08/2019/06/12/1/106_b0b05b9646ee4679d81fa8bc106db5e9_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/12/0/106_101d013ed14f3fd57e75639c090378b9_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/12/5/106_022b6688f39bcb58347332458ef38363_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/12/5/106_7c384a0d5b6f72fe4fcbee87d5c8f3ce_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/12/4/106_5f1eaad8bfa0729329a7c4d2888f5633_234x360.jpg']",北京百度糯米信息技术有限公司,https://www.wandoujia.com/apps/com.nuomi/download/dot?ch=detail_normal_dl,  百度糯米更懂你  , 8.6.2,40911,415, 8.6.2
柚子街,com.meiyou.youzijie,网上购物,8955人安装,25.78MB,https://android-artworks.25pp.com/fs08/2019/05/17/8/110_7307ff01928504729f7cb5a7c8b56ee8_con_130x130.png,【美柚出品，女生购物好去处】来柚子街，做精致的购物女王！【全新频道，每天十点上新】每日百款新品，比比“街”是，逛到上瘾；更有高性价比专场，尖叫便宜，想买的变得唾手可得，帮你省钱！只buy不败，省钱购痛快！#买得漂亮，更要和好姐妹分享#当季什么流行？怎么搭配吸睛？看她她圈就行。这里有一亿个眼尖的闺蜜，淘出来的都是亲测好货。与其货比三家不如让购物小蜜为你万里挑一，在这个超级买手的聚集地，和懂你的人一起剁手，让姐妹淘陪你逛出趣。柚子街的，听听她们怎么说： 同一件商品在淘宝要找好久，来柚子街，直接就能买到，省时又给力！每天到柚子街逛逛，就能买到心仪的好东西！——丽萨 每次上网买完东西都好后悔，为什么别的妹纸总能买到时尚便宜的好货，后来发现她们都在用柚子街！下载之后，买东西一买就准，终于不用再退换货了！——玲玲 那么多购物APP，我独爱柚子街，品类齐全，精挑细选，关键1元也包邮！还能和好多妹纸一起交流购物心得，学习买东西的诀窍，而且柚币积分能换好多东西，老公都说我越来越贤惠持家了！——小野 欢迎来到柚子街，和姐妹们一起越逛越开心！ 柚子街2019更新内容- 首页商品列表新增签到入口，获得的柚币可以兑换精选商品哦~- 优化搜索体验，购买之前搜一下，先领券再下单，更省钱~ ,"['https://android-screenimgs.25pp.com/fs08/2019/06/12/1/106_4542c0f8008e91d49d01ad3947cff050_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/12/8/106_d8f016479b1769b418eff79fa48cc412_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/12/10/106_a9ab4497ce12de040421c40f557cc661_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/12/2/106_ba6ba220e5aba939ff6961f0cde90d6a_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/12/2/106_1a30e0a0afc82a62f193cd575ae7ebb7_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/12/9/106_6d34c53a62c22edca6b642f6a992fea4_234x360.jpg']",厦门美柚信息科技有限公司,https://www.wandoujia.com/apps/com.meiyou.youzijie/download/dot?ch=detail_normal_dl,  汇集全网最新超值底价好货  , 3.0.0,6702451,49, 3.0.0
淘粉吧,com.leixun.taofen8,网上购物,3.1万人安装,26.96MB,https://android-artworks.25pp.com/fs08/2019/06/12/3/110_98e09ed9aba757d45e81e2acf541f79c_con_130x130.png,"淘粉吧：导购返利电商平台，返利达95%，快至30秒返利到账。支持无需提现，返利直接打到支付宝，就是这么贴心！买的多，省的多，买的多，返的多。怎样购物才省钱？先上淘粉吧，复制宝贝标题搜索领大额优惠券，下单再拿返利。“买前搜一搜，省钱好轻松~”淘粉吧，年度女性喜爱购物助手APP2019年入选“杭州1亿美金以上准独角兽企业” 【产品特色】							＞专注购物返利8年，一键搜索淘宝、天猫、京东、拼多多、苏宁易购、亚马逊、唯品会、网易考拉、严选等国内外优秀电商平台优惠信息＞购物返利：去淘宝京东等平台购物还可返现（集分宝），返利高至95%	＞急速到账：所有返现不需自己提现，自动到账到支付宝			＞快捷登录：不需要注册新账号,直接用淘宝账号授权登陆即可		＞值得信赖：超7000万网购用户和您一样都在使用				＞海狐海淘：预售爆款抢购，海淘海外底价免税直邮 淘粉吧2019更新内容淘粉吧618来袭，最高618元现金红包天天抢！赶快更新！-搜索框增加了“拼多多”搜索，搜索结果更丰富。-新增“京东”收藏夹，一键掌握618优惠信息。-京东订单状态优化升级，体验更加流畅。 ","['https://android-screenimgs.25pp.com/fs08/2019/06/12/1/106_4542c0f8008e91d49d01ad3947cff050_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/12/8/106_d8f016479b1769b418eff79fa48cc412_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/12/10/106_a9ab4497ce12de040421c40f557cc661_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/12/2/106_ba6ba220e5aba939ff6961f0cde90d6a_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/12/2/106_1a30e0a0afc82a62f193cd575ae7ebb7_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/12/9/106_6d34c53a62c22edca6b642f6a992fea4_234x360.jpg']",杭州雷讯网络技术股份有限公司,https://www.wandoujia.com/apps/com.leixun.taofen8/download/dot?ch=detail_normal_dl,  淘宝网购省钱返利，领大额优惠券  , 11.11,467189,6845, 11.11
吃客汇,com.chike,网上购物,435人安装,5.75MB,https://android-artworks.25pp.com/fs08/2016/06/07/3/1_a6b75efe126c7a153ff6e928c76ff0ab_con_130x130.png,1、介绍各地美食2、购买美食,"['https://android-screenimgs.25pp.com/fs08/2019/06/12/1/106_4542c0f8008e91d49d01ad3947cff050_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/12/8/106_d8f016479b1769b418eff79fa48cc412_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/12/10/106_a9ab4497ce12de040421c40f557cc661_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/12/2/106_ba6ba220e5aba939ff6961f0cde90d6a_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/12/2/106_1a30e0a0afc82a62f193cd575ae7ebb7_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/12/9/106_6d34c53a62c22edca6b642f6a992fea4_234x360.jpg']",未知,https://www.wandoujia.com/apps/com.chike/download/dot?ch=detail_normal_dl,  1、介绍各地美食 2、购买美食 3、优惠 4、外卖 5、简洁方便，足不出户便能享受美食 6、满足你对  , 5.0,6872395,5, 5.0
秒杀闪购,com.iqinbao.android.jiyi,网上购物,1770人安装,19.72MB,https://android-artworks.25pp.com/fs08/2019/05/20/11/110_c4daba71db96a8105cbc7d6031b4378c_con_130x130.png,增加全网搜索功能：点击搜索框，再点击全网搜索 搜索方法： 1.打开手机淘宝/天猫，长按拷贝商品标题 2.将商品标题黏贴到搜索款中进行搜索   商城百里挑一，特惠商品折上折，每日精选划算的天猫商品，给力低价，选择我们不需要理由！分类齐全， 淘宝商品优惠选择，每天几百件商品限时发售，低的价格，上乘的服务。界面精美设计，简洁大方，操作简单上手，全新设计给您不一样的流畅购物体验，一切网购物品。     更多一折商品请加QQ群：168497302 秒杀闪购2019更新内容优化首页上拉商品，可选择拼多多商品或猜你喜欢或关闭上拉商品新增首页扩展剪贴板插件新增登录页面个性化新增京东个性化首页优化京东列表以及超级搜索对接官方API商品库新增京东好券商品京粉APP9.9专区等栏目新增订单保护新增热销商品定时推送，每两小时推送一次近两小时内最热销量最高的商品，早8-晚10期间 ,"['https://android-screenimgs.25pp.com/fs08/2019/06/12/1/106_4542c0f8008e91d49d01ad3947cff050_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/12/8/106_d8f016479b1769b418eff79fa48cc412_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/12/10/106_a9ab4497ce12de040421c40f557cc661_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/12/2/106_ba6ba220e5aba939ff6961f0cde90d6a_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/12/2/106_1a30e0a0afc82a62f193cd575ae7ebb7_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/12/9/106_6d34c53a62c22edca6b642f6a992fea4_234x360.jpg']",广州河畔网络科技有限公司,https://www.wandoujia.com/apps/com.iqinbao.android.jiyi/download/dot?ch=detail_normal_dl,  领淘宝天猫优惠券  , 2.9.3,7686637,2017080830, 2.9.3
趣购,com.qugou.app,网上购物,871人安装,18.03MB,https://android-artworks.25pp.com/fs08/2019/03/25/0/110_b62164924f442becf5fa86c2c927c68a_con_130x130.png,网购爱好者的省钱通过趣购可以查看、天猫、拼多多、京东的隐藏优惠券。并且可以将优惠券分享给您的好友。社交电商，首选趣购适合宝妈、党、上班族、自由职业者 趣购2019更新内容优化搜索界面 ,"['https://android-screenimgs.25pp.com/fs08/2019/06/12/1/106_4542c0f8008e91d49d01ad3947cff050_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/12/8/106_d8f016479b1769b418eff79fa48cc412_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/12/10/106_a9ab4497ce12de040421c40f557cc661_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/12/2/106_ba6ba220e5aba939ff6961f0cde90d6a_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/12/2/106_1a30e0a0afc82a62f193cd575ae7ebb7_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/12/9/106_6d34c53a62c22edca6b642f6a992fea4_234x360.jpg']",杭州知谦网络科技有限公司,https://www.wandoujia.com/apps/com.qugou.app/download/dot?ch=detail_normal_dl,  尽享购物乐趣  , 1.6.1,7873792,93, 1.6.1
荟健康,cn.hhealth.shop,网上购物,316人安装,25.79MB,https://android-artworks.25pp.com/fs08/2019/05/30/6/2_96275cfba15f66e1e8c0c6dbdcf0d674_con_130x130.png,荟健康，是一家新锐的电子商务网站，由荟健康官方联合电子商务和健康营养品等领域企业及机构共同创新打造，实现多屏互动购物的新一代网络应用。荟健康，聚焦大健康产业，深耕自营品牌，整合了线上移动端、线下实体店，实现了线上线下互动营销，并且成功引入了社交电商的成功模式，为广大用户谋取更多的福利。 荟健康2019更新内容1.新增弹幕信息，快速定位热点商品,"['https://android-screenimgs.25pp.com/fs08/2019/06/12/1/106_4542c0f8008e91d49d01ad3947cff050_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/12/8/106_d8f016479b1769b418eff79fa48cc412_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/12/10/106_a9ab4497ce12de040421c40f557cc661_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/12/2/106_ba6ba220e5aba939ff6961f0cde90d6a_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/12/2/106_1a30e0a0afc82a62f193cd575ae7ebb7_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/12/9/106_6d34c53a62c22edca6b642f6a992fea4_234x360.jpg']",北京惠买惠健康科技有限公司,https://www.wandoujia.com/apps/cn.hhealth.shop/download/dot?ch=detail_normal_dl,  荟健康，是一家新锐的电子商务网站，由荟健康官方联合电子商务和健康营养品等领域企业及机构共同创新打造，  , 1.5.3.051631,7858287,18, 1.5.3.051631
秒优券,com.datashare.taoyouquan,网上购物,821人安装,21.17MB,https://android-artworks.25pp.com/fs08/2019/02/17/1/2_c417e7ff9c24da0c9ef4dd1899632534_con_130x130.png,       有没有这样的烦恼？好不容易有一张购物优惠券，却没有达到条件，不能使用，被一系列的条件阻止了。       如果有的话，那就来体验下吧：我们将主流购物平台的优惠券以及使用条件都匹配好了，对于用户您来说只要领取使用即可（并且提供自由搜索、分类和推荐等功能），该在哪下单还在哪下单，该在哪付款还在哪付款，我们只提供优惠券，帮您省钱省时间！ 秒优券2019更新内容我们会不断优化用户体验。,"['https://android-screenimgs.25pp.com/fs08/2019/06/06/5/110_f5803a5b7eac95780845bcade67f428a_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/06/9/110_08b9f38f6a55a04c37f25e9c6cc5a761_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/06/3/110_e5f9af085f1eebb9870ccee01841e720_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/06/9/110_aa888e5d787b22bc1d3021f05841151b_234x360.jpg']",长沙数分信息科技有限公司,https://www.wandoujia.com/apps/com.datashare.taoyouquan/download/dot?ch=detail_normal_dl,  秒杀网购优惠券  , 2.30,7592746,115, 2.30
优购街,com.yougoujie.tbk,网上购物,735人安装,15.56MB,https://android-artworks.25pp.com/fs08/2019/06/11/0/110_8edd0d39b99763e1af464d9cb443842d_con_130x130.png,汇集商家内部隐藏优惠券，领取购物省钱不剁手，超多礼品送不停！1，直播优惠券信息，傲娇的商品，呆萌的价格！2，实时更新优惠券信息，每天上架3000-5000款畅销品！3，用关键词搜索商品，一键省钱又省心！4，幸运抽奖，100%中奖，礼品领到手软！5，一键分享赚取零花钱！ 优购街2019更新内容-优化了订单结算功能-修复已知bug ,"['https://android-screenimgs.25pp.com/fs08/2019/06/06/5/110_f5803a5b7eac95780845bcade67f428a_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/06/9/110_08b9f38f6a55a04c37f25e9c6cc5a761_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/06/3/110_e5f9af085f1eebb9870ccee01841e720_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/06/9/110_aa888e5d787b22bc1d3021f05841151b_234x360.jpg']",厦门济滨电子科技有限公司,https://www.wandoujia.com/apps/com.yougoujie.tbk/download/dot?ch=detail_normal_dl,  购物省钱分享赚钱  , 2.2.6,7688668,32, 2.2.6
享吗,com.zhituapp.wuw,网上购物,614人安装,16.01MB,https://android-artworks.25pp.com/fs08/2019/04/03/3/110_816bf55b2cf88e4244399c47d837b13a_con_130x130.png,"享吗是一个导购性的购物app,使用原则分享赚钱，自用省钱，为广大消费者了一个比较优质的购物平台。由于其比较突出的特质，而深受广大消费者推崇和喜爱 享吗2019更新内容1.优化性能，修复已知bug2.提高用户体验度 ","['https://android-screenimgs.25pp.com/fs08/2019/06/06/5/110_f5803a5b7eac95780845bcade67f428a_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/06/9/110_08b9f38f6a55a04c37f25e9c6cc5a761_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/06/3/110_e5f9af085f1eebb9870ccee01841e720_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/06/9/110_aa888e5d787b22bc1d3021f05841151b_234x360.jpg']",广州市宾伦广告有限公司,https://www.wandoujia.com/apps/com.zhituapp.wuw/download/dot?ch=detail_normal_dl,  享吗享优惠享赚钱  , 1.2.9,7829558,69, 1.2.9
